Date,Description,Amount,Type,Predicted_Label
2025-06-04,Transfer to Child Plan,47068,DEBIT,SAVINGS
2025-06-28,Maturity Proceeds from PPF,40328,DEBIT,SAVINGS
2025-06-16,LIC Premium Payment,38284,DEBIT,SAVINGS
2025-06-01,Transfer to Child Plan,31059,DEBIT,SAVINGS
2025-06-03,PPF Deposit,17763,DEBIT,SAVINGS
2025-06-27,Auto Sweep to FD,3330,DEBIT,SAVINGS
2025-06-16,Investment in SBI Magnum,27917,DEBIT,SAVINGS
2025-06-23,Maturity Proceeds from LIC Policy,32117,DEBIT,SAVINGS
2025-06-14,Award for best employee,18105,CREDIT,INCOME
2025-06-15,Electricity Bill Payment,7901,DEBIT,EXPENSE
2025-06-07,Credit Card Bill Payment,11405,DEBIT,EXPENSE
2025-06-23,SIP to Axis Bluechip,18991,DEBIT,SAVINGS
2025-06-28,Dividend from Mutual Fund,33033,CREDIT,INCOME
2025-06-13,NPS Contribution,6800,DEBIT,SAVINGS
2025-06-26,Closure Proceeds from NPS,35524,DEBIT,SAVINGS
2025-06-22,Subscription Renewal - Netflix,1633,DEBIT,EXPENSE
2025-06-19,Medical Consultation at Big Bazaar,10049,DEBIT,EXPENSE
2025-06-04,RD Installment at ICICI Bank,26961,DEBIT,SAVINGS
2025-06-15,Maturity Proceeds from RD,10416,DEBIT,SAVINGS
2025-06-25,Salary credited from INFOSYS LTD,34536,CREDIT,INCOME
2025-06-02,PPF Deposit,15132,DEBIT,SAVINGS
2025-06-09,Auto Sweep to FD,6424,DEBIT,SAVINGS
2025-06-12,ATM Cash Withdrawal,19675,DEBIT,EXPENSE
2025-06-19,Dining Out at Myntra,3071,DEBIT,EXPENSE
2025-06-07,Consulting payment from ABC Corp,65883,CREDIT,INCOME
2025-06-16,ATM Cash Withdrawal,787,DEBIT,EXPENSE
2025-06-18,Goal Based Savings Transfer,6757,DEBIT,SAVINGS
2025-06-02,Consulting payment from XYZ Pvt Ltd,68511,CREDIT,INCOME
2025-06-22,Electricity Bill Payment,18748,DEBIT,EXPENSE
2025-06-25,Recurring Deposit started at SBI,33150,DEBIT,SAVINGS
2025-06-21,Consulting payment from INFOSYS LTD,53810,CREDIT,INCOME
2025-06-05,Transfer to Education Fund,30485,DEBIT,SAVINGS
2025-06-11,Dividend from Mutual Fund,92345,CREDIT,INCOME
2025-06-13,Transfer to Education Fund,45058,DEBIT,SAVINGS
2025-06-15,Recurring Deposit started at ICICI Bank,2235,DEBIT,SAVINGS
2025-06-26,Medical Consultation at Indian Oil,3976,DEBIT,EXPENSE
2025-06-23,Transfer to Education Fund,8680,DEBIT,SAVINGS
2025-06-21,Investment in ICICI Prudential,4283,DEBIT,SAVINGS
2025-06-03,POS/AMAZON IN/Online Shopping,14407,DEBIT,EXPENSE
2025-06-11,Grocery Shopping at Big Bazaar,8333,DEBIT,EXPENSE
2025-06-26,Recurring Deposit started at SBI,34224,DEBIT,SAVINGS
2025-06-28,Fuel Purchase at Indian Oil,678,DEBIT,EXPENSE
2025-06-21,Closure Proceeds from NPS,36302,DEBIT,SAVINGS
2025-06-26,Interest from Savings Account,98248,CREDIT,INCOME
2025-06-27,Refund from Amazon,65648,CREDIT,INCOME
2025-06-15,Transfer to Education Fund,6210,DEBIT,SAVINGS
2025-06-21,Transfer to PPF Account,14262,DEBIT,SAVINGS
2025-06-23,Electricity Bill Payment,14021,DEBIT,EXPENSE
2025-06-07,Interest from Savings Account,24574,CREDIT,INCOME
2025-06-25,Recurring Deposit started at PNB,37294,DEBIT,SAVINGS
2025-06-12,PPF Deposit,24575,DEBIT,SAVINGS
2025-06-07,Gift received from Family,64588,CREDIT,INCOME
2025-06-04,Medical Consultation at Big Bazaar,13308,DEBIT,EXPENSE
2025-06-20,FD Creation at PNB,9378,DEBIT,SAVINGS
2025-06-03,Refund from Amazon,75233,CREDIT,INCOME
2025-06-07,Grocery Shopping at Flipkart,17153,DEBIT,EXPENSE
2025-06-24,RD Installment at Axis Bank,27539,DEBIT,SAVINGS
2025-06-21,LIC Premium Payment,21358,DEBIT,SAVINGS
2025-06-17,POS/AMAZON IN/Online Shopping,12454,DEBIT,EXPENSE
2025-06-20,Transfer to Recurring Deposit,49490,DEBIT,SAVINGS
2025-06-06,PPF Deposit,35326,DEBIT,SAVINGS
2025-06-09,Sweep-in to Savings,17402,DEBIT,SAVINGS
2025-06-20,FD Creation at HDFC Bank,5779,DEBIT,SAVINGS
2025-06-23,Dividend from Mutual Fund,51224,CREDIT,INCOME
2025-06-13,Transfer to Recurring Deposit,37226,DEBIT,SAVINGS
2025-06-28,Transfer to Recurring Deposit,4994,DEBIT,SAVINGS
2025-06-25,Transfer to Education Fund,32800,DEBIT,SAVINGS
2025-06-02,POS/AMAZON IN/Online Shopping,14470,DEBIT,EXPENSE
2025-06-24,Gift received from Family,47685,CREDIT,INCOME
2025-06-27,Maturity Proceeds from LIC Policy,22212,DEBIT,SAVINGS
2025-06-22,Salary credited from TCS,32384,CREDIT,INCOME
2025-06-15,Interest from Savings Account,53385,CREDIT,INCOME
2025-06-25,Consulting payment from ABC Corp,94364,CREDIT,INCOME
2025-06-20,Refund from Amazon,15389,CREDIT,INCOME
2025-06-16,Subscription Renewal - Netflix,18031,DEBIT,EXPENSE
2025-06-17,Closure Proceeds from NPS,39652,DEBIT,SAVINGS
2025-06-26,Medical Consultation at Myntra,19519,DEBIT,EXPENSE
2025-06-12,Dividend from Mutual Fund,88484,CREDIT,INCOME
2025-06-15,Dining Out at Myntra,13769,DEBIT,EXPENSE
2025-06-25,Salary credited from TCS,27676,CREDIT,INCOME
2025-06-06,RD Installment at PNB,26080,DEBIT,SAVINGS
2025-06-27,Interest from Savings Account,89206,CREDIT,INCOME
2025-06-17,Transfer to Fixed Deposit,16551,DEBIT,SAVINGS
2025-06-10,Maturity Proceeds from PPF,13874,DEBIT,SAVINGS
2025-06-08,Sweep-in to Savings,46863,DEBIT,SAVINGS
2025-06-22,Transfer to Fixed Deposit,27673,DEBIT,SAVINGS
2025-06-27,Consulting payment from ABC Corp,13315,CREDIT,INCOME
2025-06-28,Consulting payment from TCS,60910,CREDIT,INCOME
2025-06-22,Investment in Axis Bluechip,18757,DEBIT,SAVINGS
2025-06-10,Auto Sweep to FD,2050,DEBIT,SAVINGS
2025-06-04,Dining Out at Indian Oil,5059,DEBIT,EXPENSE
2025-06-16,NPS Contribution,24866,DEBIT,SAVINGS
2025-06-28,Consulting payment from INFOSYS LTD,97135,CREDIT,INCOME
2025-06-21,Transfer to PPF Account,4813,DEBIT,SAVINGS
2025-06-17,Fuel Purchase at Flipkart,19696,DEBIT,EXPENSE
2025-06-25,PPF Deposit,43058,DEBIT,SAVINGS
2025-06-06,ATM Cash Withdrawal,4151,DEBIT,EXPENSE
2025-06-20,Gift received from Family,64729,CREDIT,INCOME
2025-06-24,Interest from Savings Account,51351,CREDIT,INCOME
2025-06-18,Refund from Amazon,5205,CREDIT,INCOME
2025-06-01,Award for best employee,87795,CREDIT,INCOME
2025-06-22,Award for best employee,9283,CREDIT,INCOME
2025-06-04,Credit Card Bill Payment,13929,DEBIT,EXPENSE
2025-06-27,Transfer to Education Fund,49446,DEBIT,SAVINGS
2025-06-26,Consulting payment from INFOSYS LTD,10983,CREDIT,INCOME
2025-06-04,Medical Consultation at Amazon,13378,DEBIT,EXPENSE
2025-06-01,RD Installment at ICICI Bank,5799,DEBIT,SAVINGS
2025-06-26,Transfer to Child Plan,2053,DEBIT,SAVINGS
2025-06-03,Consulting payment from TCS,72760,CREDIT,INCOME
2025-06-06,Sweep-in to Savings,20123,DEBIT,SAVINGS
2025-06-01,Refund from Amazon,20901,CREDIT,INCOME
2025-06-10,NPS Contribution,41304,DEBIT,SAVINGS
2025-06-09,Dividend from Mutual Fund,86335,CREDIT,INCOME
2025-06-13,Electricity Bill Payment,3024,DEBIT,EXPENSE
2025-06-02,Subscription Renewal - Netflix,16086,DEBIT,EXPENSE
2025-06-26,Consulting payment from XYZ Pvt Ltd,12373,CREDIT,INCOME
2025-06-16,Consulting payment from ABC Corp,58356,CREDIT,INCOME
2025-06-26,NPS Contribution,34280,DEBIT,SAVINGS
2025-06-16,Transfer to Child Plan,49571,DEBIT,SAVINGS
2025-06-01,Sweep-in to Savings,47030,DEBIT,SAVINGS
2025-06-24,Refund from Amazon,24718,CREDIT,INCOME
2025-06-25,Subscription Renewal - Netflix,7552,DEBIT,EXPENSE
2025-06-25,Closure Proceeds from NPS,10561,DEBIT,SAVINGS
2025-06-23,Dining Out at Myntra,4833,DEBIT,EXPENSE
2025-06-16,Mutual Fund Investment - UTI Flexi Cap,37215,DEBIT,SAVINGS
2025-06-09,UPI payment to Big Bazaar,11587,DEBIT,EXPENSE
2025-06-05,Credit Card Bill Payment,12352,DEBIT,EXPENSE
2025-06-04,Recurring Deposit started at SBI,44363,DEBIT,SAVINGS
2025-06-23,Dividend from Mutual Fund,22189,CREDIT,INCOME
2025-06-19,LIC Premium Payment,20770,DEBIT,SAVINGS
2025-06-12,Investment in HDFC Top 100,19499,DEBIT,SAVINGS
2025-06-04,Dividend from Mutual Fund,26701,CREDIT,INCOME
2025-06-22,NPS Contribution,35299,DEBIT,SAVINGS
2025-06-27,Dividend from Mutual Fund,91080,CREDIT,INCOME
2025-06-19,Fuel Purchase at Big Bazaar,9892,DEBIT,EXPENSE
2025-06-24,Dining Out at Big Bazaar,3840,DEBIT,EXPENSE
2025-06-19,Transfer to Fixed Deposit,38496,DEBIT,SAVINGS
2025-06-04,Goal Based Savings Transfer,28985,DEBIT,SAVINGS
2025-06-17,Electricity Bill Payment,16547,DEBIT,EXPENSE
2025-06-17,Transfer to Child Plan,37303,DEBIT,SAVINGS
2025-06-12,LIC Premium Payment,9575,DEBIT,SAVINGS
2025-06-25,PPF Deposit,40741,DEBIT,SAVINGS
2025-06-09,Transfer to NPS Account,4335,DEBIT,SAVINGS
2025-06-11,Consulting payment from ABC Corp,87249,CREDIT,INCOME
2025-06-03,Investment in ICICI Prudential,24933,DEBIT,SAVINGS
2025-06-09,Award for best employee,45216,CREDIT,INCOME
2025-06-14,Grocery Shopping at Indian Oil,19197,DEBIT,EXPENSE
2025-06-04,Sweep-in to Savings,45793,DEBIT,SAVINGS
2025-06-23,Recurring Deposit started at HDFC Bank,36294,DEBIT,SAVINGS
2025-06-23,Refund from Amazon,88192,CREDIT,INCOME
2025-06-22,Award for best employee,40731,CREDIT,INCOME
2025-06-27,Transfer to NPS Account,25674,DEBIT,SAVINGS
2025-06-28,Goal Based Savings Transfer,42327,DEBIT,SAVINGS
2025-06-22,PPF Deposit,14977,DEBIT,SAVINGS
2025-06-20,NPS Contribution,46438,DEBIT,SAVINGS
2025-06-26,POS/AMAZON IN/Online Shopping,1425,DEBIT,EXPENSE
2025-06-22,ATM Cash Withdrawal,19857,DEBIT,EXPENSE
2025-06-19,Interest from Savings Account,60556,CREDIT,INCOME
2025-06-23,Recurring Deposit started at HDFC Bank,5377,DEBIT,SAVINGS
2025-06-08,Fixed Deposit opened at SBI,45708,DEBIT,SAVINGS
2025-06-22,Fixed Deposit opened at ICICI Bank,16733,DEBIT,SAVINGS
2025-06-09,Electricity Bill Payment,18054,DEBIT,EXPENSE
2025-06-14,POS/AMAZON IN/Online Shopping,11627,DEBIT,EXPENSE
2025-06-20,Award for best employee,49389,CREDIT,INCOME
2025-06-06,Refund from Amazon,80872,CREDIT,INCOME
2025-06-17,Transfer to PPF Account,38452,DEBIT,SAVINGS
2025-06-06,Dividend from Mutual Fund,96120,CREDIT,INCOME
2025-06-10,Interest from Savings Account,75013,CREDIT,INCOME
2025-06-25,Dividend from Mutual Fund,16315,CREDIT,INCOME
2025-06-22,Grocery Shopping at Big Bazaar,4688,DEBIT,EXPENSE
2025-06-05,Fuel Purchase at Big Bazaar,2912,DEBIT,EXPENSE
2025-06-09,UPI payment to Amazon,1357,DEBIT,EXPENSE
2025-06-07,Transfer to NPS Account,23689,DEBIT,SAVINGS
2025-06-06,Dining Out at Apollo Pharmacy,15085,DEBIT,EXPENSE
2025-06-24,UPI payment to Amazon,280,DEBIT,EXPENSE
2025-06-22,Medical Consultation at Big Bazaar,6052,DEBIT,EXPENSE
2025-06-06,POS/AMAZON IN/Online Shopping,7707,DEBIT,EXPENSE
2025-06-24,Consulting payment from XYZ Pvt Ltd,66200,CREDIT,INCOME
2025-06-21,Interest from Savings Account,63318,CREDIT,INCOME
2025-06-01,Maturity Proceeds from FD,42396,DEBIT,SAVINGS
2025-06-13,Closure Proceeds from RD,4662,DEBIT,SAVINGS
2025-06-27,Gift received from Family,40437,CREDIT,INCOME
2025-06-21,PPF Deposit,25807,DEBIT,SAVINGS
2025-06-20,Award for best employee,48412,CREDIT,INCOME
2025-06-09,Mutual Fund Investment - SBI Magnum,19115,DEBIT,SAVINGS
2025-06-16,Sweep-in to Savings,30952,DEBIT,SAVINGS
2025-06-11,Medical Consultation at Apollo Pharmacy,7621,DEBIT,EXPENSE
2025-06-17,Transfer to Fixed Deposit,16503,DEBIT,SAVINGS
2025-06-10,Auto Sweep to FD,27388,DEBIT,SAVINGS
2025-06-08,Gift received from Family,8952,CREDIT,INCOME
2025-06-22,Investment in ICICI Prudential,43139,DEBIT,SAVINGS
2025-06-07,Dividend from Mutual Fund,7582,CREDIT,INCOME
2025-06-21,FD Creation at PNB,18963,DEBIT,SAVINGS
2025-06-16,Salary credited from XYZ Pvt Ltd,52155,CREDIT,INCOME
2025-06-03,LIC Premium Payment,43944,DEBIT,SAVINGS
2025-06-26,LIC Premium Payment,20197,DEBIT,SAVINGS
2025-06-07,Sweep-in to Savings,48889,DEBIT,SAVINGS
2025-06-01,Refund from Amazon,38021,CREDIT,INCOME
2025-06-26,Interest from Savings Account,55743,CREDIT,INCOME
2025-06-20,Transfer to PPF Account,39755,DEBIT,SAVINGS
2025-06-25,Consulting payment from TCS,68858,CREDIT,INCOME
2025-06-28,Dividend from Mutual Fund,89378,CREDIT,INCOME
2025-06-28,Grocery Shopping at Cafe Coffee Day,3774,DEBIT,EXPENSE
2025-06-13,Fuel Purchase at Myntra,10355,DEBIT,EXPENSE
2025-06-26,Gift received from Family,44397,CREDIT,INCOME
2025-06-07,Grocery Shopping at Apollo Pharmacy,5325,DEBIT,EXPENSE
2025-06-13,Electricity Bill Payment,17203,DEBIT,EXPENSE
2025-06-01,Grocery Shopping at Apollo Pharmacy,10129,DEBIT,EXPENSE
2025-06-10,Dining Out at Cafe Coffee Day,16933,DEBIT,EXPENSE
2025-06-06,RD Installment at HDFC Bank,13186,DEBIT,SAVINGS
2025-06-22,Investment in ICICI Prudential,10997,DEBIT,SAVINGS
2025-06-04,Gift received from Family,24332,CREDIT,INCOME
2025-06-20,Investment in ICICI Prudential,46644,DEBIT,SAVINGS
2025-06-15,Consulting payment from ABC Corp,54391,CREDIT,INCOME
2025-06-02,Investment in ICICI Prudential,18712,DEBIT,SAVINGS
2025-06-24,Subscription Renewal - Netflix,19772,DEBIT,EXPENSE
2025-06-25,Electricity Bill Payment,4178,DEBIT,EXPENSE
2025-06-01,Gift received from Family,67597,CREDIT,INCOME
2025-06-04,Transfer to Child Plan,9167,DEBIT,SAVINGS
2025-06-28,Closure Proceeds from PPF,11492,DEBIT,SAVINGS
2025-06-11,Refund from Amazon,46841,CREDIT,INCOME
2025-06-01,Transfer to Child Plan,7463,DEBIT,SAVINGS
2025-06-02,Transfer to Recurring Deposit,15479,DEBIT,SAVINGS
2025-06-25,ATM Cash Withdrawal,19708,DEBIT,EXPENSE
2025-06-01,Transfer to Recurring Deposit,5101,DEBIT,SAVINGS
2025-06-09,Dividend from Mutual Fund,72688,CREDIT,INCOME
2025-06-14,NPS Contribution,10488,DEBIT,SAVINGS
2025-06-16,FD Creation at HDFC Bank,2200,DEBIT,SAVINGS
2025-06-06,PPF Deposit,31620,DEBIT,SAVINGS
2025-06-23,Sweep-in to Savings,36850,DEBIT,SAVINGS
2025-06-21,Transfer to Fixed Deposit,14784,DEBIT,SAVINGS
2025-06-05,Fuel Purchase at Apollo Pharmacy,7517,DEBIT,EXPENSE
2025-06-03,UPI payment to Cafe Coffee Day,15031,DEBIT,EXPENSE
2025-06-05,Fuel Purchase at Myntra,17773,DEBIT,EXPENSE
2025-06-20,Mutual Fund Investment - Axis Bluechip,47879,DEBIT,SAVINGS
2025-06-16,Credit Card Bill Payment,2466,DEBIT,EXPENSE
2025-06-02,Grocery Shopping at Flipkart,7316,DEBIT,EXPENSE
2025-06-15,Medical Consultation at Flipkart,14394,DEBIT,EXPENSE
2025-06-18,Consulting payment from ABC Corp,72850,CREDIT,INCOME
2025-06-23,Interest from Savings Account,15758,CREDIT,INCOME
2025-06-08,Transfer to Child Plan,22014,DEBIT,SAVINGS
2025-06-27,NPS Contribution,20806,DEBIT,SAVINGS
2025-06-13,Interest from Savings Account,9770,CREDIT,INCOME
2025-06-25,Dividend from Mutual Fund,33398,CREDIT,INCOME
2025-06-13,SIP to HDFC Top 100,14405,DEBIT,SAVINGS
2025-06-06,Transfer to Fixed Deposit,39811,DEBIT,SAVINGS
2025-06-17,Sweep-in to Savings,48573,DEBIT,SAVINGS
2025-06-02,Grocery Shopping at Flipkart,6142,DEBIT,EXPENSE
2025-06-19,Transfer to Fixed Deposit,15256,DEBIT,SAVINGS
2025-06-12,Award for best employee,4111,CREDIT,INCOME
2025-06-15,Medical Consultation at Flipkart,3605,DEBIT,EXPENSE
2025-06-25,Recurring Deposit started at ICICI Bank,7390,DEBIT,SAVINGS
2025-06-13,Dividend from Mutual Fund,4314,CREDIT,INCOME
2025-06-08,Refund from Amazon,73036,CREDIT,INCOME
2025-06-24,Gift received from Family,5270,CREDIT,INCOME
2025-06-28,RD Installment at Axis Bank,39752,DEBIT,SAVINGS
2025-06-27,Subscription Renewal - Netflix,1244,DEBIT,EXPENSE
2025-06-21,Transfer to Child Plan,8558,DEBIT,SAVINGS
2025-06-16,Electricity Bill Payment,19503,DEBIT,EXPENSE
2025-06-05,Closure Proceeds from PPF,6985,DEBIT,SAVINGS
2025-06-22,Refund from Amazon,10903,CREDIT,INCOME
2025-06-08,LIC Premium Payment,25856,DEBIT,SAVINGS
2025-06-11,Auto Sweep to FD,22914,DEBIT,SAVINGS
2025-06-15,ATM Cash Withdrawal,1354,DEBIT,EXPENSE
2025-06-27,SIP to ICICI Prudential,43293,DEBIT,SAVINGS
2025-06-10,PPF Deposit,34783,DEBIT,SAVINGS
2025-06-10,RD Installment at HDFC Bank,5959,DEBIT,SAVINGS
2025-06-21,Auto Sweep to FD,23940,DEBIT,SAVINGS
2025-06-21,Transfer to PPF Account,29293,DEBIT,SAVINGS
2025-06-26,Closure Proceeds from NPS,12840,DEBIT,SAVINGS
2025-06-08,Transfer to Fixed Deposit,33464,DEBIT,SAVINGS
2025-06-06,Dividend from Mutual Fund,98409,CREDIT,INCOME
2025-06-04,Dividend from Mutual Fund,34430,CREDIT,INCOME
2025-06-21,Electricity Bill Payment,1241,DEBIT,EXPENSE
2025-06-17,Dividend from Mutual Fund,66057,CREDIT,INCOME
2025-06-15,Closure Proceeds from NPS,15204,DEBIT,SAVINGS
2025-06-21,Refund from Amazon,6067,CREDIT,INCOME
2025-06-20,Transfer to NPS Account,17813,DEBIT,SAVINGS
2025-06-15,LIC Premium Payment,28429,DEBIT,SAVINGS
2025-06-08,Maturity Proceeds from NPS,47815,DEBIT,SAVINGS
2025-06-06,ATM Cash Withdrawal,3387,DEBIT,EXPENSE
2025-06-24,POS/AMAZON IN/Online Shopping,2061,DEBIT,EXPENSE
2025-06-01,Investment in Axis Bluechip,15780,DEBIT,SAVINGS
2025-06-06,Auto Sweep to FD,25271,DEBIT,SAVINGS
2025-06-11,Transfer to Recurring Deposit,12894,DEBIT,SAVINGS
2025-06-09,Dividend from Mutual Fund,80703,CREDIT,INCOME
2025-06-08,Credit Card Bill Payment,8974,DEBIT,EXPENSE
2025-06-15,Refund from Amazon,26779,CREDIT,INCOME
2025-06-04,RD Installment at HDFC Bank,15831,DEBIT,SAVINGS
2025-06-01,PPF Deposit,6646,DEBIT,SAVINGS
2025-06-24,Transfer to Recurring Deposit,47664,DEBIT,SAVINGS
2025-06-21,Transfer to Recurring Deposit,24991,DEBIT,SAVINGS
2025-06-06,SIP to HDFC Top 100,10140,DEBIT,SAVINGS
2025-06-02,UPI payment to Myntra,6166,DEBIT,EXPENSE
2025-06-24,UPI payment to Myntra,8323,DEBIT,EXPENSE
2025-06-06,Transfer to Fixed Deposit,2597,DEBIT,SAVINGS
2025-06-26,Fixed Deposit opened at SBI,29947,DEBIT,SAVINGS
2025-06-09,Refund from Amazon,23853,CREDIT,INCOME
2025-06-02,Grocery Shopping at Big Bazaar,2962,DEBIT,EXPENSE
2025-06-26,Dividend from Mutual Fund,6242,CREDIT,INCOME
2025-06-04,Dining Out at Big Bazaar,17073,DEBIT,EXPENSE
2025-06-25,Award for best employee,53682,CREDIT,INCOME
2025-06-12,Maturity Proceeds from RD,18973,DEBIT,SAVINGS
2025-06-18,Subscription Renewal - Netflix,13335,DEBIT,EXPENSE
2025-06-25,FD Creation at PNB,14280,DEBIT,SAVINGS
2025-06-05,Transfer to Child Plan,9045,DEBIT,SAVINGS
2025-06-02,Award for best employee,80262,CREDIT,INCOME
2025-06-27,Dividend from Mutual Fund,42927,CREDIT,INCOME
2025-06-04,PPF Deposit,10946,DEBIT,SAVINGS
2025-06-01,Interest from Savings Account,60874,CREDIT,INCOME
2025-06-10,Goal Based Savings Transfer,8665,DEBIT,SAVINGS
2025-06-26,Interest from Savings Account,97618,CREDIT,INCOME
2025-06-04,Salary credited from XYZ Pvt Ltd,6448,CREDIT,INCOME
2025-06-15,LIC Premium Payment,21220,DEBIT,SAVINGS
2025-06-28,Interest from Savings Account,62521,CREDIT,INCOME
2025-06-22,Consulting payment from TCS,34379,CREDIT,INCOME
2025-06-17,Dividend from Mutual Fund,39615,CREDIT,INCOME
2025-06-20,PPF Deposit,37376,DEBIT,SAVINGS
2025-06-10,Grocery Shopping at Myntra,3430,DEBIT,EXPENSE
2025-06-14,FD Creation at HDFC Bank,17138,DEBIT,SAVINGS
2025-06-26,Mutual Fund Investment - SBI Magnum,13129,DEBIT,SAVINGS
2025-06-22,SIP to HDFC Top 100,26895,DEBIT,SAVINGS
2025-06-15,Fixed Deposit opened at ICICI Bank,17115,DEBIT,SAVINGS
2025-06-14,Fuel Purchase at Big Bazaar,5118,DEBIT,EXPENSE
2025-06-20,Dividend from Mutual Fund,59281,CREDIT,INCOME
2025-06-06,Mutual Fund Investment - ICICI Prudential,31135,DEBIT,SAVINGS
2025-06-14,Dividend from Mutual Fund,41937,CREDIT,INCOME
2025-06-12,NPS Contribution,23675,DEBIT,SAVINGS
2025-06-16,Medical Consultation at Big Bazaar,1178,DEBIT,EXPENSE
2025-06-23,Refund from Amazon,31560,CREDIT,INCOME
2025-06-05,SIP to ICICI Prudential,39845,DEBIT,SAVINGS
2025-06-06,Credit Card Bill Payment,2474,DEBIT,EXPENSE
2025-06-02,Credit Card Bill Payment,11047,DEBIT,EXPENSE
2025-06-14,Transfer to Recurring Deposit,40681,DEBIT,SAVINGS
2025-06-06,Transfer to Education Fund,20608,DEBIT,SAVINGS
2025-06-02,Subscription Renewal - Netflix,9474,DEBIT,EXPENSE
2025-06-14,Credit Card Bill Payment,4412,DEBIT,EXPENSE
2025-06-08,Consulting payment from XYZ Pvt Ltd,31825,CREDIT,INCOME
2025-06-04,UPI payment to Big Bazaar,9536,DEBIT,EXPENSE
2025-06-23,Dining Out at Cafe Coffee Day,10252,DEBIT,EXPENSE
2025-06-26,Dining Out at Apollo Pharmacy,8702,DEBIT,EXPENSE
2025-06-04,Interest from Savings Account,13217,CREDIT,INCOME
2025-06-03,Electricity Bill Payment,5394,DEBIT,EXPENSE
2025-06-22,Transfer to Recurring Deposit,32473,DEBIT,SAVINGS
2025-06-21,SIP to UTI Flexi Cap,12112,DEBIT,SAVINGS
2025-06-14,Consulting payment from TCS,14847,CREDIT,INCOME
2025-06-09,Transfer to Education Fund,9334,DEBIT,SAVINGS
2025-06-12,NPS Contribution,23061,DEBIT,SAVINGS
2025-06-24,Transfer to Recurring Deposit,36947,DEBIT,SAVINGS
2025-06-21,FD Creation at Axis Bank,44343,DEBIT,SAVINGS
2025-06-21,Transfer to Education Fund,30922,DEBIT,SAVINGS
2025-06-06,Goal Based Savings Transfer,2231,DEBIT,SAVINGS
2025-06-21,Goal Based Savings Transfer,33108,DEBIT,SAVINGS
2025-06-26,Gift received from Family,32539,CREDIT,INCOME
2025-06-04,LIC Premium Payment,48353,DEBIT,SAVINGS
2025-06-28,Transfer to PPF Account,13832,DEBIT,SAVINGS
2025-06-27,Credit Card Bill Payment,14064,DEBIT,EXPENSE
2025-06-20,PPF Deposit,23864,DEBIT,SAVINGS
2025-06-26,Closure Proceeds from LIC Policy,39343,DEBIT,SAVINGS
2025-06-19,Closure Proceeds from LIC Policy,30439,DEBIT,SAVINGS
2025-06-21,LIC Premium Payment,46986,DEBIT,SAVINGS
2025-06-20,ATM Cash Withdrawal,1656,DEBIT,EXPENSE
2025-06-03,Fixed Deposit opened at ICICI Bank,48910,DEBIT,SAVINGS
2025-06-17,Goal Based Savings Transfer,25416,DEBIT,SAVINGS
2025-06-11,PPF Deposit,13604,DEBIT,SAVINGS
2025-06-06,Recurring Deposit started at ICICI Bank,40539,DEBIT,SAVINGS
2025-06-02,Refund from Amazon,44325,CREDIT,INCOME
2025-06-05,Closure Proceeds from NPS,3603,DEBIT,SAVINGS
2025-06-28,Transfer to Recurring Deposit,19282,DEBIT,SAVINGS
2025-06-04,Fixed Deposit opened at PNB,24937,DEBIT,SAVINGS
2025-06-04,Fuel Purchase at Cafe Coffee Day,18887,DEBIT,EXPENSE
2025-06-19,Investment in SBI Magnum,40368,DEBIT,SAVINGS
2025-06-14,Award for best employee,85832,CREDIT,INCOME
2025-06-02,Recurring Deposit started at PNB,22597,DEBIT,SAVINGS
2025-06-15,Transfer to Child Plan,22878,DEBIT,SAVINGS
2025-06-24,Electricity Bill Payment,6156,DEBIT,EXPENSE
2025-06-14,Award for best employee,66406,CREDIT,INCOME
2025-06-17,ATM Cash Withdrawal,19647,DEBIT,EXPENSE
2025-06-28,Transfer to Education Fund,26386,DEBIT,SAVINGS
2025-06-28,Recurring Deposit started at SBI,14237,DEBIT,SAVINGS
2025-06-17,Refund from Amazon,66598,CREDIT,INCOME
2025-06-07,Salary credited from XYZ Pvt Ltd,61698,CREDIT,INCOME
2025-06-15,Transfer to PPF Account,46198,DEBIT,SAVINGS
2025-06-11,FD Creation at Axis Bank,43054,DEBIT,SAVINGS
2025-06-17,Dividend from Mutual Fund,61117,CREDIT,INCOME
2025-06-18,POS/AMAZON IN/Online Shopping,19633,DEBIT,EXPENSE
2025-06-16,Investment in ICICI Prudential,11778,DEBIT,SAVINGS
2025-06-23,LIC Premium Payment,35642,DEBIT,SAVINGS
2025-06-23,Transfer to Child Plan,8396,DEBIT,SAVINGS
2025-06-06,NPS Contribution,46600,DEBIT,SAVINGS
2025-06-05,Grocery Shopping at Amazon,15137,DEBIT,EXPENSE
2025-06-28,Auto Sweep to FD,4058,DEBIT,SAVINGS
2025-06-15,Mutual Fund Investment - ICICI Prudential,36075,DEBIT,SAVINGS
2025-06-21,Investment in UTI Flexi Cap,36528,DEBIT,SAVINGS
2025-06-08,Award for best employee,28922,CREDIT,INCOME
2025-06-27,Award for best employee,51742,CREDIT,INCOME
2025-06-02,Consulting payment from TCS,18002,CREDIT,INCOME
2025-06-18,Transfer to Fixed Deposit,3130,DEBIT,SAVINGS
2025-06-11,Gift received from Family,96363,CREDIT,INCOME
2025-06-21,Dividend from Mutual Fund,45399,CREDIT,INCOME
